training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,fix.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,points_trial,points_cumul,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,9,0,9,0,,,,160,U,triangle,0.0009670359995652689,,,,,1,0,,,,,1596.6280030730004,,,,,,,,,,,,,,,,,1592.8403449260004,1592.8403449260004,1592.8403449260004,1592.8403449260004,1594.3421853629998,1594.3421853629998,1594.3421853629998,1594.3421853629998,1594.3421853629998,1594.3421853629998,1594.3421853629998,1594.3421853629998,repeat,number,numRpt,f,0.7615016609997838,Lo,1,587,,5,,,,,low,1595.1261895570005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,10,0,10,0,,,,174,Y,circle,0.0015206230000330834,,,,,1,0,,,,,1601.4332042770002,,,,,,,,,,,,,,,,,1597.6057269130006,1597.6057269130006,1597.6057269130006,1597.6057269130006,1599.114090174,1599.114090174,1599.114090174,1599.114090174,1599.114090174,1599.114090174,1599.114090174,1599.114090174,repeat,number,numRpt,f,0.7969910880001407,Hi,0,587,,5,,,,,low,1599.931650431,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,0,11,0,,,,146,S,hexagon,0.00164271399989957,,,,,1,0,,,,,1606.1217048990002,,,,,,,,,,,,,,,,,1602.410161787,1602.410161787,1602.410161787,1602.410161787,1603.9193281059997,1603.9193281059997,1603.9193281059997,1603.9193281059997,1603.9193281059997,1603.9193281059997,1603.9193281059997,1603.9193281059997,switch,letter,lettSwt,k,0.680318802000329,Hi,10,597,,5,,,,,low,1604.6200059459998,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,0,12,0,,,,125,D,circle,0.0016416360003859154,,,,,1,0,,,,,1610.7933834340001,,,,,,,,,,,,,,,,,1607.100441085,1607.100441085,1607.100441085,1607.100441085,1608.6078300930003,1608.6078300930003,1608.6078300930003,1608.6078300930003,1608.6078300930003,1608.6078300930003,1608.6078300930003,1608.6078300930003,repeat,letter,lettRpt,j,0.664127973000177,Hi,0,597,,5,,,,,low,1609.292025623,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,13,0,,,,181,H,hexagon,0.0014264949995776988,,,,,1,0,,,,,1615.5487784810002,,,,,,,,,,,,,,,,,1611.7709439170003,1611.7709439170003,1611.7709439170003,1611.7709439170003,1613.279590133,1613.279590133,1613.279590133,1613.279590133,1613.279590133,1613.279590133,1613.279590133,1613.279590133,repeat,letter,lettRpt,j,0.7352793139998539,Hi,0,597,,5,,,,,low,1614.0475401000003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,14,0,,,,139,W,star,0.0014589140000680345,,,,,1,0,,,,,1620.3041125119998,,,,,,,,,,,,,,,,,1616.5267735779998,1616.5267735779998,1616.5267735779998,1616.5267735779998,1618.0348461419999,1618.0348461419999,1618.0348461419999,1618.0348461419999,1618.0348461419999,1618.0348461419999,1618.0348461419999,1618.0348461419999,repeat,letter,lettRpt,k,0.7491882420008551,Lo,1,598,,5,,,,,low,1618.8025152030004,1620.3041125119998,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,15,0,,,,132,F,triangle,0.0008178989992302377,,,,,1,0,,,,,1624.9924716149999,,,,,,,,,,,,,,,,,1621.2894067360003,1621.2894067360003,1621.2894067360003,1621.2894067360003,1622.7905929859999,1622.7905929859999,1622.7905929859999,1622.7905929859999,1622.7905929859999,1622.7905929859999,1622.7905929859999,1622.7905929859999,repeat,letter,lettRpt,j,0.6730814100001226,Lo,1,599,,5,,,,,low,1623.4908355449998,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,16,0,,,,174,Y,hexagon,0.0015909590001683682,,,,,1,0,,,,,1629.5810276270004,,,,,,,,,,,,,,,,,1625.969923744,1625.969923744,1625.969923744,1625.969923744,1627.4787100800004,1627.4787100800004,1627.4787100800004,1627.4787100800004,1627.4787100800004,1627.4787100800004,1627.4787100800004,1627.4787100800004,repeat,letter,lettRpt,k,0.5764354359998833,Hi,1,600,,5,,,,,low,1628.0792937750002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,17,0,,,,181,F,circle,0.0019611619991337648,,,,,1,0,,,,,1634.2027306629998,,,,,,,,,,,,,,,,,1630.5585878110005,1630.5585878110005,1630.5585878110005,1630.5585878110005,1632.0670715830001,1632.0670715830001,1632.0670715830001,1632.0670715830001,1632.0670715830001,1632.0670715830001,1632.0670715830001,1632.0670715830001,repeat,letter,lettRpt,j,0.6127754170001936,Hi,0,600,,5,,,,,low,1632.7012718619999,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,18,0,18,0,,,,139,D,triangle,0.0015511130004597362,,,,,1,0,,,,,1638.874521359,,,,,,,,,,,,,,,,,1635.1797308780006,1635.1797308780006,1635.1797308780006,1635.1797308780006,1636.6887746470002,1636.6887746470002,1636.6887746470002,1636.6887746470002,1636.6887746470002,1636.6887746470002,1636.6887746470002,1636.6887746470002,repeat,letter,lettRpt,j,0.6555204020005476,Lo,1,601,,5,,,,,low,1637.3730555350003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,19,0,19,0,,,,167,W,star,0.001558713000122225,,,,,1,0,,,,,1643.379615209,,,,,,,,,,,,,,,,,1639.8533431229998,1639.8533431229998,1639.8533431229998,1639.8533431229998,1641.3608214860005,1641.3608214860005,1641.3608214860005,1641.3608214860005,1641.3608214860005,1641.3608214860005,1641.3608214860005,1641.3608214860005,switch,number,numSwt,f,0.49457005000022036,Lo,1,602,,5,,,,,low,1641.8778664689999,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,20,0,20,0,,,,146,B,circle,0.001506464000158303,,,,,1,0,,,,,1648.285024744,,,,,,,,,,,,,,,,,1644.3570339079997,1644.3570339079997,1644.3570339079997,1644.3570339079997,1645.8654874189997,1645.8654874189997,1645.8654874189997,1645.8654874189997,1645.8654874189997,1645.8654874189997,1645.8654874189997,1645.8654874189997,repeat,number,numRpt,d,0.8937753810005233,Hi,0,602,,5,,,,,low,1646.7834141960002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,21,0,21,0,,,,160,S,star,0.0014653999996880884,,,,,1,0,,,,,1653.6073819140001,,,,,,,,,,,,,,,,,1649.2616036,1649.2616036,1649.2616036,1649.2616036,1650.770767891,1650.770767891,1650.770767891,1650.770767891,1650.770767891,1650.770767891,1650.770767891,1650.770767891,repeat,number,numRpt,f,1.318372377999367,Lo,1,603,,5,,,,,low,1652.1057652640002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,22,0,22,0,,,,125,U,hexagon,0.0014605429996663588,,,,,1,0,,,,,1658.2457377600003,,,,,,,,,,,,,,,,,1654.5925280600004,1654.5925280600004,1654.5925280600004,1654.5925280600004,1656.093509978,1656.093509978,1656.093509978,1656.093509978,1656.093509978,1656.093509978,1656.093509978,1656.093509978,repeat,number,numRpt,d,0.6254998060003345,Hi,1,604,,5,,,,,low,1656.7443507340004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,23,0,23,0,,,,132,H,triangle,0.0016471210001327563,,,,,1,0,,,,,1663.301376982,,,,,,,,,,,,,,,,,1659.223590179,1659.223590179,1659.223590179,1659.223590179,1660.7318921220003,1660.7318921220003,1660.7318921220003,1660.7318921220003,1660.7318921220003,1660.7318921220003,1660.7318921220003,1660.7318921220003,switch,letter,lettSwt,j,1.0432141250003042,Lo,1,605,,5,,,,,low,1661.7998266200002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,24,0,24,0,,,,125,D,star,0.0016227950000029523,,,,,1,0,,,,,1668.0400192469997,,,,,,,,,,,,,,,,,1664.2791629120002,1664.2791629120002,1664.2791629120002,1664.2791629120002,1665.7876094980002,1665.7876094980002,1665.7876094980002,1665.7876094980002,1665.7876094980002,1665.7876094980002,1665.7876094980002,1665.7876094980002,switch,number,numSwt,d,0.7244646680001097,Lo,1,606,,5,,,,,low,1666.5387277609998,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,25,0,25,0,,,,167,U,triangle,0.0017911040004037204,,,,,1,0,,,,,1672.678498442,,,,,,,,,,,,,,,,,1669.018089954,1669.018089954,1669.018089954,1669.018089954,1670.5260318930004,1670.5260318930004,1670.5260318930004,1670.5260318930004,1670.5260318930004,1670.5260318930004,1670.5260318930004,1670.5260318930004,repeat,number,numRpt,f,0.6181216750001113,Lo,1,607,,5,,,,,low,1671.1767475850002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,26,0,26,0,,,,132,S,hexagon,0.0016477819999636267,,,,,1,0,,,,,1677.2834065719999,,,,,,,,,,,,,,,,,1673.6558353669998,1673.6558353669998,1673.6558353669998,1673.6558353669998,1675.1645424979997,1675.1645424979997,1675.1645424979997,1675.1645424979997,1675.1645424979997,1675.1645424979997,1675.1645424979997,1675.1645424979997,repeat,number,numRpt,d,0.5863538909998169,Hi,10,617,,5,,,,,low,1675.781884309,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,27,0,27,0,,,,139,H,circle,0.00155988200003776,,,,,1,0,,,,,1682.3058414050001,,,,,,,,,,,,,,,,,1678.2610400230005,1678.2610400230005,1678.2610400230005,1678.2610400230005,1679.769595877,1679.769595877,1679.769595877,1679.769595877,1679.769595877,1679.769595877,1679.769595877,1679.769595877,repeat,number,numRpt,d,1.0136498620004204,Hi,0,617,,5,,,,,low,1680.8041582980004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,28,0,28,0,,,,146,Y,circle,0.0018735210005615954,,,,,1,0,,,,,1686.9609180369998,,,,,,,,,,,,,,,,,1683.2827448710004,1683.2827448710004,1683.2827448710004,1683.2827448710004,1684.7922893699997,1684.7922893699997,1684.7922893699997,1684.7922893699997,1684.7922893699997,1684.7922893699997,1684.7922893699997,1684.7922893699997,repeat,number,numRpt,d,0.6389140009996481,Hi,0,617,,5,,,,,low,1685.4593037900004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,29,0,29,0,,,,181,F,triangle,0.0019229219997214386,,,,,1,0,,,,,1691.8663265350006,,,,,,,,,,,,,,,,,1687.9387396880002,1687.9387396880002,1687.9387396880002,1687.9387396880002,1689.4467992999998,1689.4467992999998,1689.4467992999998,1689.4467992999998,1689.4467992999998,1689.4467992999998,1689.4467992999998,1689.4467992999998,repeat,number,numRpt,f,0.8893315909999728,Lo,1,618,,5,,,,,low,1690.3648320849998,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,30,0,30,0,,,,160,B,star,0.0014117860000624205,,,,,1,0,,,,,1697.4389867970003,,,,,,,,,,,,,,,,,1692.8437454840005,1692.8437454840005,1692.8437454840005,1692.8437454840005,1694.3525132960003,1694.3525132960003,1694.3525132960003,1694.3525132960003,1694.3525132960003,1694.3525132960003,1694.3525132960003,1694.3525132960003,repeat,number,numRpt,f,1.568794562000221,Lo,1,619,,5,,,,,low,1695.9373563219997,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,31,0,31,0,,,,174,W,hexagon,0.001064128999132663,,,,,1,0,,,,,1702.4447510170003,,,,,,,,,,,,,,,,,1698.4246530279997,1698.4246530279997,1698.4246530279997,1698.4246530279997,1699.9254910830005,1699.9254910830005,1699.9254910830005,1699.9254910830005,1699.9254910830005,1699.9254910830005,1699.9254910830005,1699.9254910830005,repeat,number,numRpt,f,0.986040103999585,Hi,0,619,,5,,,,,low,1700.9433996930002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,0,0,0,,,,132,W,circle,0.002383731000008993,,,,,1,0,,,,,1712.3221156159998,,,,,,,,,,,,,,,,,1707.8266195739998,1707.8266195739998,1707.8266195739998,1707.8266195739998,1709.3354469309998,1709.3354469309998,1709.3354469309998,1709.3354469309998,1709.3354469309998,1709.3354469309998,1709.3354469309998,1709.3354469309998,repeat,number,numRpt,d,1.456433172999823,Hi,0,619,,6,,,space,0.7560434560000431,low,1710.8205655330003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,0,1,0,,,,167,S,hexagon,0.0015707870006735902,,,,,1,0,,,,,1717.7281690669997,,,,,,,,,,,,,,,,,1713.2998757530004,1713.2998757530004,1713.2998757530004,1713.2998757530004,1714.8084713420003,1714.8084713420003,1714.8084713420003,1714.8084713420003,1714.8084713420003,1714.8084713420003,1714.8084713420003,1714.8084713420003,switch,letter,lettSwt,k,1.3909687550003582,Hi,0,619,,6,,,,,low,1716.2268511789998,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,0,2,0,,,,139,U,star,0.0014338279997900827,,,,,0,0,,,,,1722.6839713540003,,,,,,,,,,,,,,,,,1718.7057621000004,1718.7057621000004,1718.7057621000004,1718.7057621000004,1720.2146431669998,1720.2146431669998,1720.2146431669998,1720.2146431669998,1720.2146431669998,1720.2146431669998,1720.2146431669998,1720.2146431669998,repeat,letter,NA,j,0.9452315999997154,Hi,0,619,,6,,,,,low,1721.182079483,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,0,3,0,,,,146,H,triangle,0.0015499119999731192,,,,,1,1,,,,,1728.5065412000004,,,,,,,,,,,,,,,,,1723.6611323039997,1723.6611323039997,1723.6611323039997,1723.6611323039997,1725.1697388809998,1725.1697388809998,1725.1697388809998,1725.1697388809998,1725.1697388809998,1725.1697388809998,1725.1697388809998,1725.1697388809998,switch,number,numSwt,d,1.8136535750008989,Lo,1,620,,6,,,,,low,1727.0053055529997,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,0,4,0,,,,160,Y,circle,0.0014765819996682694,,,,,1,0,,,,,1733.4955543470005,,,,,,,,,,,,,,,,,1729.4855802500006,1729.4855802500006,1729.4855802500006,1729.4855802500006,1730.9928007710005,1730.9928007710005,1730.9928007710005,1730.9928007710005,1730.9928007710005,1730.9928007710005,1730.9928007710005,1730.9928007710005,switch,letter,lettSwt,k,0.9841737189999549,Hi,0,620,,6,,,,,low,1731.99460679,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,0,5,0,,,,181,B,star,0.0010216999999101972,,,,,1,0,,,,,1738.150735952,,,,,,,,,,,,,,,,,1734.4725299869997,1734.4725299869997,1734.4725299869997,1734.4725299869997,1735.9817268739998,1735.9817268739998,1735.9817268739998,1735.9817268739998,1735.9817268739998,1735.9817268739998,1735.9817268739998,1735.9817268739998,repeat,letter,lettRpt,j,0.6348013999995601,Lo,1,621,,6,,,,,low,1736.6491136290006,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,6,0,,,,174,D,hexagon,0.001733029000206443,,,,,1,0,,,,,1742.9393605940004,,,,,,,,,,,,,,,,,1739.1287185829997,1739.1287185829997,1739.1287185829997,1739.1287185829997,1740.636891442,1740.636891442,1740.636891442,1740.636891442,1740.636891442,1740.636891442,1740.636891442,1740.636891442,repeat,letter,lettRpt,j,0.7781891049999103,Hi,0,621,,6,,,,,low,1741.438143622,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,0,7,0,,,,125,F,triangle,0.0016013089998523355,,,,,1,0,,,,,1747.6779221100005,,,,,,1748.1783449550003,,,,,,,,,,,1743.9168688770005,1743.9168688770005,1743.9168688770005,1743.9168688770005,1745.4254264890005,1745.4254264890005,1745.4254264890005,1745.4254264890005,1745.4254264890005,1745.4254264890005,1745.4254264890005,1745.4254264890005,repeat,letter,lettRpt,j,0.7351284679998571,Lo,1,622,,6,,,,,low,1746.17691715,1747.6779221100005,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,0,8,0,,,,132,W,hexagon,0.000692639000590134,,,,,1,0,,,,,1752.616589323,,,,,,,,,,,,,,,,,1748.6636276489999,1748.6636276489999,1748.6636276489999,1748.6636276489999,1750.164007722,1750.164007722,1750.164007722,1750.164007722,1750.164007722,1750.164007722,1750.164007722,1750.164007722,repeat,letter,lettRpt,k,0.9228088849995402,Hi,0,622,,6,,,,,low,1751.1150905519999,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,0,9,0,,,,167,S,star,0.0018746059995464748,,,,,1,0,,,,,1757.5053932850005,,,,,,,,,,,,,,,,,1753.5947338960004,1753.5947338960004,1753.5947338960004,1753.5947338960004,1755.102739422,1755.102739422,1755.102739422,1755.102739422,1755.102739422,1755.102739422,1755.102739422,1755.102739422,switch,number,numSwt,f,0.8723444569995991,Lo,1,623,,6,,,,,low,1756.0037802790002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,0,10,0,,,,139,U,triangle,0.001438371000404004,,,,,1,0,,,,,1762.5944119229998,,,,,,,,,,,,,,,,,1758.482782057,1758.482782057,1758.482782057,1758.482782057,1759.9915435760004,1759.9915435760004,1759.9915435760004,1759.9915435760004,1759.9915435760004,1759.9915435760004,1759.9915435760004,1759.9915435760004,switch,letter,lettSwt,k,1.072795648000465,Lo,10,633,,6,,,,,low,1761.0927903430002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,0,11,0,,,,146,H,circle,0.0012337699999989127,,,,,0,0,,,,,1767.399711088,,,,,,,,,,,,,,,,,1763.5727248590001,1763.5727248590001,1763.5727248590001,1763.5727248590001,1765.080573354,1765.080573354,1765.080573354,1765.080573354,1765.080573354,1765.080573354,1765.080573354,1765.080573354,switch,number,NA,f,0.7911287599999923,Lo,0,633,,6,,,,,low,1765.8981088440005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,12,0,12,0,,,,160,Y,star,0.002056224999250844,,,,,1,1,,,,,1772.0548861910002,,,,,,,,,,,,,,,,,1768.378311204,1768.378311204,1768.378311204,1768.378311204,1769.8857773119998,1769.8857773119998,1769.8857773119998,1769.8857773119998,1769.8857773119998,1769.8857773119998,1769.8857773119998,1769.8857773119998,repeat,number,numRpt,f,0.642159986000479,Lo,1,634,,6,,,,,low,1770.5531601550001,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,13,0,13,0,,,,181,B,circle,0.0017330439995930647,,,,,1,0,,,,,1776.8267994570006,,,,,,,,,,,,,,,,,1773.0327553839998,1773.0327553839998,1773.0327553839998,1773.0327553839998,1774.5411733330002,1774.5411733330002,1774.5411733330002,1774.5411733330002,1774.5411733330002,1774.5411733330002,1774.5411733330002,1774.5411733330002,repeat,number,numRpt,f,0.7626598779997948,Hi,0,634,,6,,,,,low,1775.325288729,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,14,0,14,0,,,,174,D,hexagon,0.0017715619997034082,,,,,1,0,,,,,1781.7821562959998,,,,,,,,,,,,,,,,,1777.8045871189997,1777.8045871189997,1777.8045871189997,1777.8045871189997,1779.3130159080001,1779.3130159080001,1779.3130159080001,1779.3130159080001,1779.3130159080001,1779.3130159080001,1779.3130159080001,1779.3130159080001,repeat,number,numRpt,f,0.9421081120008239,Hi,0,634,,6,,,,,low,1780.2804231170003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,15,0,15,0,,,,125,F,triangle,0.0011658389994408935,,,,,1,0,,,,,1786.721042045,,,,,,,,,,,,,,,,,1782.760394037,1782.760394037,1782.760394037,1782.760394037,1784.2682758520004,1784.2682758520004,1784.2682758520004,1784.2682758520004,1784.2682758520004,1784.2682758520004,1784.2682758520004,1784.2682758520004,repeat,number,numRpt,d,0.9225770699995337,Lo,10,644,,6,,,,,low,1785.2195477470004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
