LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,4,28,3,,,,,,,,407.9523195690001,407.9523195690001,407.9523195690001,407.9523195690001,407.9523195690001,407.9523195690001,407.9523195690001,407.9523195690001,407.9523195690001,407.9523195690001,a,0.4941607319999548,10,764,2,408.46955252700013,,409.9710896600002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,5,29,4,,,,,,,,410.471586096,410.471586096,410.471586096,410.471586096,410.471586096,410.471586096,410.471586096,410.471586096,410.471586096,410.471586096,a,0.4789835999997649,10,774,2,410.97235626300017,,412.4740789980001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,6,30,5,,,,,,,,412.97466073500004,412.97466073500004,412.97466073500004,412.97466073500004,412.97466073500004,412.97466073500004,412.97466073500004,412.97466073500004,412.97466073500004,412.97466073500004,a,0.5118803089997073,10,784,2,413.508650711,,415.01019540900006,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,7,31,0,,,,,,,,415.511405405,415.511405405,415.511405405,415.511405405,415.511405405,415.511405405,415.511405405,415.511405405,415.511405405,415.511405405,l,0.5751376679997975,10,794,2,416.11155888999997,,417.6132162860001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,8,32,6,,,,,,,,418.11390537500006,418.11390537500006,418.11390537500006,418.11390537500006,418.11390537500006,418.11390537500006,418.11390537500006,418.11390537500006,418.11390537500006,418.11390537500006,l,1.1405889339998794,1,795,2,419.28143774700015,,420.78320918400004,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,9,33,9,,,,,,,,421.283874427,421.283874427,421.283874427,421.283874427,421.283874427,421.283874427,421.283874427,421.283874427,421.283874427,421.283874427,a,1.1779850359998818,1,796,2,422.48367475500004,,423.98682949,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,10,34,7,,,,,,,,424.48736020700017,424.48736020700017,424.48736020700017,424.48736020700017,424.48736020700017,424.48736020700017,424.48736020700017,424.48736020700017,424.48736020700017,424.48736020700017,l,0.6008069339998201,10,806,2,425.10445099599997,,426.60642009800017,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,11,35,2,,,,,,,,427.107009069,427.107009069,427.107009069,427.107009069,427.107009069,427.107009069,427.107009069,427.107009069,427.107009069,427.107009069,l,0.8113221179999073,10,816,2,427.94101046700007,,429.4427101450001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,0,36,4,,,,,,,,429.9432803740001,429.9432803740001,429.9432803740001,429.9432803740001,429.9432803740001,429.9432803740001,429.9432803740001,429.9432803740001,429.9432803740001,429.9432803740001,a,0.6792198059999919,10,826,2,430.644114683,,432.1460005040001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,1,37,8,,,,,,,,432.6461789950001,432.6461789950001,432.6461789950001,432.6461789950001,432.6461789950001,432.6461789950001,432.6461789950001,432.6461789950001,432.6461789950001,432.6461789950001,l,0.5853161630000159,10,836,2,433.2634786360002,,434.76523710800006,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,2,38,10,,,,,,,,435.26560548500015,435.26560548500015,435.26560548500015,435.26560548500015,435.26560548500015,435.26560548500015,435.26560548500015,435.26560548500015,435.26560548500015,435.26560548500015,a,0.99663160099999,10,846,2,436.28345431900016,,437.78515179500005,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,3,39,11,,,,,,,,438.28569028200013,438.28569028200013,438.28569028200013,438.28569028200013,438.28569028200013,438.28569028200013,438.28569028200013,438.28569028200013,438.28569028200013,438.28569028200013,a,0.9296122609998747,10,856,2,439.23671214700016,,440.73829645399996,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,4,40,1,,,,,,,,441.238944596,441.238944596,441.238944596,441.238944596,441.238944596,441.238944596,441.238944596,441.238944596,441.238944596,441.238944596,l,1.0952147149998837,1,857,2,442.3571598440001,,443.85897970400015,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,5,41,6,,,,,,,,444.35952218500006,444.35952218500006,444.35952218500006,444.35952218500006,444.35952218500006,444.35952218500006,444.35952218500006,444.35952218500006,444.35952218500006,444.35952218500006,l,0.6475910919998569,1,858,2,445.0266389390001,,446.52831256700006,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,6,42,2,,,,,,,,447.02884292500016,447.02884292500016,447.02884292500016,447.02884292500016,447.02884292500016,447.02884292500016,447.02884292500016,447.02884292500016,447.02884292500016,447.02884292500016,l,0.7065149379998275,10,868,2,447.76321391500005,,449.26438528100016,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,7,43,5,,,,,,,,449.765090807,449.765090807,449.765090807,449.765090807,449.765090807,449.765090807,449.765090807,449.765090807,449.765090807,449.765090807,a,0.5133309759999065,10,878,2,450.29933531300003,,451.8006140690002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,8,44,7,,,,,,,,452.301378546,452.301378546,452.301378546,452.301378546,452.301378546,452.301378546,452.301378546,452.301378546,452.301378546,452.301378546,l,0.6181064749998768,1,879,2,452.9521007850001,,454.4536938020001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,9,45,3,,,,,,,,454.9540389790002,454.9540389790002,454.9540389790002,454.9540389790002,454.9540389790002,454.9540389790002,454.9540389790002,454.9540389790002,454.9540389790002,454.9540389790002,a,0.38951269999984106,10,889,2,455.371625494,,456.8729801280001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,10,46,9,,,,,,,,457.37398931100006,457.37398931100006,457.37398931100006,457.37398931100006,457.37398931100006,457.37398931100006,457.37398931100006,457.37398931100006,457.37398931100006,457.37398931100006,l,0.3450887179999427,1,890,2,457.740624046,,459.24218368900006,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,11,47,0,,,,,,,,459.74286915200014,459.74286915200014,459.74286915200014,459.74286915200014,459.74286915200014,459.74286915200014,459.74286915200014,459.74286915200014,459.74286915200014,459.74286915200014,l,0.8961133169998448,10,900,2,460.660523197,,462.1623360780002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
