LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1270.070663,1270.570757,132,W,hexagon,0.014003931,,,,,1,0,,,,,,,,,,,,1266.179337,1266.179337,1266.179337,1266.179337,1267.652987,1267.652987,1267.652987,1267.652987,1267.686115,1267.686115,1267.686115,1267.686115,,,,,switch,letter,lettSwt,k,noRew,,0.884965289,,0,1268.570079,1270.070663,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1274.707372,,125,W,star,0.014037147,,,,,1,0,,,,,,,,,,,,1271.082336,1271.082336,1271.082336,1271.082336,1272.556484,1272.556484,1272.556484,1272.556484,1272.589758,1272.589758,1272.589758,1272.589758,,,,,switch,number,numSwt,d,noRew,,0.617104865,,0,1273.192699,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1279.260937,,139,F,hexagon,0.016533861,,,,,0,0,,,,,,,,,,,,1275.703632,1275.703632,1275.703632,1275.703632,1277.176976,1277.176976,1277.176976,1277.176976,1277.210164,1277.210164,1277.210164,1277.210164,,,,,switch,letter,NA,k,noRew,,0.541413101,,0,1277.747078,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1284.281089,,167,B,circle,0.01686346,,,,,1,1,,,,,,,,,,,,1280.257015,1280.257015,1280.257015,1280.257015,1281.730258,1281.730258,1281.730258,1281.730258,1281.763577,1281.763577,1281.763577,1281.763577,,,,,switch,number,numSwt,f,noRew,,1.006365313,,0,1282.76735,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1288.718193,,146,H,hexagon,0.016652995,,,,,1,0,,,,,,,,,,,,1285.276748,1285.276748,1285.276748,1285.276748,1286.750633,1286.750633,1286.750633,1286.750633,1286.783862,1286.783862,1286.783862,1286.783862,,,,,switch,letter,lettSwt,j,noRew,,0.429844591,,0,1287.203048,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1293.554919,,181,H,star,0.017015742,,,,,1,0,,,,,,,,,,,,1289.71351,1289.71351,1289.71351,1289.71351,1291.187335,1291.187335,1291.187335,1291.187335,1291.220785,1291.220785,1291.220785,1291.220785,,,,,switch,number,numSwt,f,noRew,,0.830057254,,0,1292.040237,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1299.192028,,160,F,circle,0.016761513,,,,,1,0,,,,,,,,,,,,1294.550637,1294.550637,1294.550637,1294.550637,1296.022497,1296.022497,1296.022497,1296.022497,1296.055606,1296.055606,1296.055606,1296.055606,,,,,repeat,number,numRpt,f,noRew,,1.631545049,,0,1297.677338,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1303.828948,,167,W,triangle,0.016671825,,,,,1,0,,,,,,,,,,,,1300.188182,1300.188182,1300.188182,1300.188182,1301.661436,1301.661436,1301.661436,1301.661436,1301.694845,1301.694845,1301.694845,1301.694845,,,,,switch,letter,lettSwt,k,noRew,,0.628585479,,0,1302.314079,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1308.382354,,146,B,star,0.016776712,,,,,0,0,,,,,,,,,,,,1304.825056,1304.825056,1304.825056,1304.825056,1306.298229,1306.298229,1306.298229,1306.298229,1306.331821,1306.331821,1306.331821,1306.331821,,,,,switch,number,NA,f,noRew,,0.537110707,,0,1306.868229,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1312.952746,,160,D,hexagon,0.017048668,,,,,1,1,,,,,,,,,,,,1309.378047,1309.378047,1309.378047,1309.378047,1310.849979,1310.849979,1310.849979,1310.849979,1310.883344,1310.883344,1310.883344,1310.883344,,,,,switch,letter,lettSwt,j,noRew,,0.563425871,,0,1311.438716,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1317.522799,,146,F,triangle,0.017001841,,,,,1,0,,,,,,,,,,,,1313.948115,1313.948115,1313.948115,1313.948115,1315.419915,1315.419915,1315.419915,1315.419915,1315.453347,1315.453347,1315.453347,1315.453347,,,,,switch,number,numSwt,d,noRew,,0.572318568,,0,1316.02281,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1322.242987,,125,H,hexagon,0.001986975,,,,,1,0,,,,,,,,,,,,1318.518392,1318.518392,1318.518392,1318.518392,1320.006881,1320.006881,1320.006881,1320.006881,1320.023401,1320.023401,1320.023401,1320.023401,,,,,switch,letter,lettSwt,j,noRew,,0.710857922,,0,1320.743064,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1326.99655,,139,Y,circle,0.001863029,,,,,1,0,,,,,,,,,,,,1323.238641,1323.238641,1323.238641,1323.238641,1324.726964,1324.726964,1324.726964,1324.726964,1324.743671,1324.743671,1324.743671,1324.743671,,,,,switch,number,numSwt,d,noRew,,0.749343486,,0,1325.496804,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1331.616567,,181,H,hexagon,0.0017294,,,,,1,0,,,,,,,,,,,,1327.992214,1327.992214,1327.992214,1327.992214,1329.48085,1329.48085,1329.48085,1329.48085,1329.497208,1329.497208,1329.497208,1329.497208,,,,,switch,letter,lettSwt,j,noRew,,0.608055484,,0,1330.116477,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1336.186582,,174,U,circle,0.002459356,,,,,1,0,,,,,,,,,,,,1332.611954,1332.611954,1332.611954,1332.611954,1334.101094,1334.101094,1334.101094,1334.101094,1334.11748,1334.11748,1334.11748,1334.11748,,,,,switch,number,numSwt,f,noRew,,0.556591887,,0,1334.687085,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1340.921891,,167,D,triangle,0.001538731,,,,,1,0,,,,,,,,,,,,1337.182343,1337.182343,1337.182343,1337.182343,1338.670968,1338.670968,1338.670968,1338.670968,1338.687692,1338.687692,1338.687692,1338.687692,,,,,repeat,number,numRpt,f,noRew,,0.711857673,,0,1339.407211,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1345.875368,,139,F,hexagon,0.001762092,,,,,1,0,,,,,,,,,,,,1341.902378,1341.902378,1341.902378,1341.902378,1343.391364,1343.391364,1343.391364,1343.391364,1343.407975,1343.407975,1343.407975,1343.407975,,,,,switch,letter,lettSwt,j,noRew,,0.941478416,,0,1344.361058,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1350.545684,1351.045792,174,W,hexagon,0.00194151,,,,,1,0,,,,,,,,,,,,1346.856045,1346.856045,1346.856045,1346.856045,1348.34468,1348.34468,1348.34468,1348.34468,1348.361697,1348.361697,1348.361697,1348.361697,,,,,switch,number,numSwt,f,noRew,,0.668443968,,0,1349.045016,1350.545684,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1355.232474,,132,F,star,0.013637774,,,,,1,0,,,,,,,,,,,,1351.558345,1351.558345,1351.558345,1351.558345,1353.03173,1353.03173,1353.03173,1353.03173,1353.065122,1353.065122,1353.065122,1353.065122,,,,,switch,letter,lettSwt,j,noRew,,0.66050511,,0,1353.718078,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1359.86933,,181,H,hexagon,0.016798039,,,,,1,0,,,,,,,,,,,,1356.228817,1356.228817,1356.228817,1356.228817,1357.701899,1357.701899,1357.701899,1357.701899,1357.735076,1357.735076,1357.735076,1357.735076,,,,,switch,number,numSwt,f,noRew,,0.625919039,,0,1358.354496,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1364.62276,,167,S,star,0.016981277,,,,,1,0,,,,,,,,,,,,1360.865464,1360.865464,1360.865464,1360.865464,1362.33855,1362.33855,1362.33855,1362.33855,1362.37208,1362.37208,1362.37208,1362.37208,,,,,switch,letter,lettSwt,k,noRew,,0.736431834,,0,1363.10798,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1369.142975,,167,D,triangle,0.016929956,,,,,1,0,,,,,,,,,,,,1365.618948,1365.618948,1365.618948,1365.618948,1367.092308,1367.092308,1367.092308,1367.092308,1367.125613,1367.125613,1367.125613,1367.125613,,,,,switch,number,numSwt,f,noRew,,0.506681636,,0,1367.628225,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1374.696832,,174,H,hexagon,0.016767798,,,,,1,0,,,,,,,,,,,,1370.138989,1370.138989,1370.138989,1370.138989,1371.612332,1371.612332,1371.612332,1371.612332,1371.645707,1371.645707,1371.645707,1371.645707,,,,,switch,letter,lettSwt,j,noRew,,1.543366893,,0,1373.19508,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1379.400334,,181,B,triangle,0.016543763,,,,,1,0,,,,,,,,,,,,1375.692952,1375.692952,1375.692952,1375.692952,1377.166095,1377.166095,1377.166095,1377.166095,1377.199497,1377.199497,1377.199497,1377.199497,,,,,switch,number,numSwt,f,noRew,,0.692940015,,0,1377.89848,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1383.837097,,125,S,star,0.016716111,,,,,1,0,,,,,,,,,,,,1380.396515,1380.396515,1380.396515,1380.396515,1381.869793,1381.869793,1381.869793,1381.869793,1381.90318,1381.90318,1381.90318,1381.90318,,,,,switch,letter,lettSwt,k,noRew,,0.421230953,,0,1382.322077,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1388.340635,,181,D,triangle,0.016978628,,,,,1,0,,,,,,,,,,,,1384.833201,1384.833201,1384.833201,1384.833201,1386.30637,1386.30637,1386.30637,1386.30637,1386.339703,1386.339703,1386.339703,1386.339703,,,,,switch,number,numSwt,f,noRew,,0.495956184,,0,1386.826378,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1392.793924,,139,W,hexagon,0.016898067,,,,,1,0,,,,,,,,,,,,1389.336697,1389.336697,1389.336697,1389.336697,1390.808159,1390.808159,1390.808159,1390.808159,1390.841501,1390.841501,1390.841501,1390.841501,,,,,switch,letter,lettSwt,k,noRew,,0.450224108,,0,1391.292366,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1397.614195,,174,B,triangle,0.016893221,,,,,1,0,,,,,,,,,,,,1393.790123,1393.790123,1393.790123,1393.790123,1395.261586,1395.261586,1395.261586,1395.261586,1395.294827,1395.294827,1395.294827,1395.294827,,,,,switch,number,numSwt,f,noRew,,0.822248807,,0,1396.114559,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1402.301125,,132,F,hexagon,0.002242358,,,,,1,0,,,,,,,,,,,,1398.610121,1398.610121,1398.610121,1398.610121,1400.098393,1400.098393,1400.098393,1400.098393,1400.115143,1400.115143,1400.115143,1400.115143,,,,,switch,letter,lettSwt,j,noRew,,0.677580674,,0,1400.801377,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1406.921145,,139,H,star,0.002128682,,,,,1,0,,,,,,,,,,,,1403.296872,1403.296872,1403.296872,1403.296872,1404.785254,1404.785254,1404.785254,1404.785254,1404.80197,1404.80197,1404.80197,1404.80197,,,,,switch,number,numSwt,d,noRew,,0.602852545,,0,1405.421746,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1411.407998,,160,D,circle,0.001935425,,,,,1,0,,,,,,,,,,,,1407.916931,1407.916931,1407.916931,1407.916931,1409.405345,1409.405345,1409.405345,1409.405345,1409.422153,1409.422153,1409.422153,1409.422153,,,,,switch,letter,lettSwt,j,noRew,,0.482667332,,0,1409.908701,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1416.043128,,167,S,triangle,0.001754081,,,,,1,0,,,,,,,,,,,,1412.40356,1412.40356,1412.40356,1412.40356,1413.892387,1413.892387,1413.892387,1413.892387,1413.908881,1413.908881,1413.908881,1413.908881,,,,,switch,number,numSwt,f,noRew,,0.608879858,,0,1414.528471,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1420.64686,,125,F,star,0.002123069,,,,,1,0,,,,,,,,,,,,1417.023357,1417.023357,1417.023357,1417.023357,1418.512747,1418.512747,1418.512747,1418.512747,1418.529091,1418.529091,1418.529091,1418.529091,,,,,switch,letter,lettSwt,j,noRew,,0.589775307,,0,1419.132339,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1425.383473,,125,W,star,0.016643148,,,,,1,0,,,,,,,,,,,,1421.642852,1421.642852,1421.642852,1421.642852,1423.115929,1423.115929,1423.115929,1423.115929,1423.149305,1423.149305,1423.149305,1423.149305,,,,,switch,number,numSwt,d,noRew,,0.723438526,,0,1423.881678,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1430.020202,,174,U,triangle,0.016814007,,,,,1,0,,,,,,,,,,,,1426.37934,1426.37934,1426.37934,1426.37934,1427.852923,1427.852923,1427.852923,1427.852923,1427.886069,1427.886069,1427.886069,1427.886069,,,,,switch,letter,lettSwt,k,noRew,,0.632149688,,0,1428.518079,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1434.840463,,146,Y,hexagon,0.016921262,,,,,1,0,,,,,,,,,,,,1431.016482,1431.016482,1431.016482,1431.016482,1432.489585,1432.489585,1432.489585,1432.489585,1432.522976,1432.522976,1432.522976,1432.522976,,,,,repeat,letter,lettRpt,k,noRew,,0.811855304,,0,1433.326336,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1439.460449,,167,F,circle,0.01674086,,,,,0,0,,,,,,,,,,,,1435.836319,1435.836319,1435.836319,1435.836319,1437.309895,1437.309895,1437.309895,1437.309895,1437.343186,1437.343186,1437.343186,1437.343186,,,,,switch,number,NA,d,noRew,,0.603658329,,0,1437.946882,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1444.114201,,139,S,circle,0.016736891,,,,,1,1,,,,,,,,,,,,1440.456283,1440.456283,1440.456283,1440.456283,1441.929902,1441.929902,1441.929902,1441.929902,1441.963355,1441.963355,1441.963355,1441.963355,,,,,repeat,number,numRpt,d,noRew,,0.640521772,,0,1442.600341,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1449.134551,,160,F,hexagon,0.016842755,,,,,1,0,,,,,,,,,,,,1445.110432,1445.110432,1445.110432,1445.110432,1446.583309,1446.583309,1446.583309,1446.583309,1446.616808,1446.616808,1446.616808,1446.616808,,,,,switch,letter,lettSwt,j,noRew,,1.006116658,,0,1447.620905,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1453.687981,,167,D,circle,0.0164614,,,,,0,0,,,,,,,,,,,,1450.130539,1450.130539,1450.130539,1450.130539,1451.603927,1451.603927,1451.603927,1451.603927,1451.637089,1451.637089,1451.637089,1451.637089,,,,,repeat,letter,NA,k,noRew,,0.541476133,,0,1452.173978,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1458.224805,,146,B,hexagon,0.016921263,,,,,1,1,,,,,,,,,,,,1454.684049,1454.684049,1454.684049,1454.684049,1456.155366,1456.155366,1456.155366,1456.155366,1456.188707,1456.188707,1456.188707,1456.188707,,,,,switch,number,numSwt,d,noRew,,0.535445534,,0,1456.71093,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
