LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,9,0,9,0,,,,,,,,,,,,,,,,1,1453,,,2305.100348789012,,,S,139,star,0.0021057650446891785,,,,,1,0,,,,,,,,,,,,,,,2301.675927934004,2301.675927934004,2301.675927934004,2301.675927934004,2303.164325564867,2303.164325564867,2303.164325564867,2303.164325564867,2303.1811224620324,2303.1811224620324,2303.1811224620324,2303.1811224620324,switch,letter,lettSwt,f,0.4042899808846414,Lo,,,5,,,,,,,,,low,2303.6020274788607,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,10,0,10,0,,,,,,,,,,,,,,,,0,1453,,,2309.7019305150025,,,Y,146,triangle,0.00193705502897501,,,,,1,0,,,,,,,,,,,,,,,2306.096038227901,2306.096038227901,2306.096038227901,2306.096038227901,2307.5844910789747,2307.5844910789747,2307.5844910789747,2307.5844910789747,2307.6011200658977,2307.6011200658977,2307.6011200658977,2307.6011200658977,switch,number,numSwt,j,0.574661694932729,Hi,,,5,,,,,,,,,low,2308.192035590997,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,0,11,0,,,,,,,,,,,,,,,,1,1454,,,2314.30535035301,,,H,160,hexagon,0.0015736259520053864,,,,,1,0,,,,,,,,,,,,,,,2310.682810515864,2310.682810515864,2310.682810515864,2310.682810515864,2312.171154150041,2312.171154150041,2312.171154150041,2312.171154150041,2312.1880556358956,2312.1880556358956,2312.1880556358956,2312.1880556358956,switch,letter,lettSwt,d,0.5886145159602165,Lo,,,5,,,,,,,,,low,2312.7945321949665,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,0,12,0,,,,,,,,,,,,,,,,0,1454,,,2318.7922888239846,,2319.2922399360687,D,174,triangle,0.01650448190048337,,,,,1,0,,,,,,,,,,,,,,,2315.3019853420556,2315.3019853420556,2315.3019853420556,2315.3019853420556,2316.7749174288474,2316.7749174288474,2316.7749174288474,2316.7749174288474,2316.8083818170708,2316.8083818170708,2316.8083818170708,2316.8083818170708,repeat,letter,lettRpt,d,0.4847859521396458,Hi,,,5,,,,,,,,,low,2317.2949751489796,2318.7922888239846,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,13,0,,,,,,,,,,,,,,,,10,1464,,,2323.512381349923,,,W,125,hexagon,0.011721018934622407,,,,,1,0,,,,,,,,,,,,,,,2319.805405010935,2319.805405010935,2319.805405010935,2319.805405010935,2321.2949051349424,2321.2949051349424,2321.2949051349424,2321.2949051349424,2321.311639820924,2321.311639820924,2321.311639820924,2321.311639820924,repeat,letter,lettRpt,f,0.667956680059433,Lo,,,5,,,,,,,,,low,2321.9983793129213,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,14,0,,,,,,,,,,,,,,,,10,1474,,,2327.9824170819484,,,U,132,star,0.012947377050295472,,,,,1,0,,,,,,,,,,,,,,,2324.5087318520527,2324.5087318520527,2324.5087318520527,2324.5087318520527,2325.998583459994,2325.998583459994,2325.998583459994,2325.998583459994,2326.0150692688767,2326.0150692688767,2326.0150692688767,2326.0150692688767,repeat,letter,lettRpt,f,0.44164329883642495,Lo,,,5,,,,,,,,,low,2326.4703626888804,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,15,0,,,,,,,,,,,,,,,,10,1484,,,2332.4526967359707,,,B,167,circle,0.016486336011439562,,,,,1,0,,,,,,,,,,,,,,,2328.9788373280317,2328.9788373280317,2328.9788373280317,2328.9788373280317,2330.4516261529643,2330.4516261529643,2330.4516261529643,2330.4516261529643,2330.4849854179192,2330.4849854179192,2330.4849854179192,2330.4849854179192,switch,number,numSwt,k,0.4553772669751197,Hi,,,5,,,,,,,,,low,2330.939402665943,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,16,0,,,,,,,,,,,,,,,,0,1484,,,2336.956022603903,,,D,181,triangle,0.016839117044582963,,,,,1,0,,,,,,,,,,,,,,,2333.4486141549423,2333.4486141549423,2333.4486141549423,2333.4486141549423,2334.92203763593,2334.92203763593,2334.92203763593,2334.92203763593,2334.955464215949,2334.955464215949,2334.955464215949,2334.955464215949,repeat,number,numRpt,k,0.4965106600429863,Hi,,,5,,,,,,,,,low,2335.4463660449255,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,17,0,,,,,,,,,,,,,,,,10,1494,,,2341.8762607409153,,,H,146,star,0.016475195065140724,,,,,1,0,,,,,,,,,,,,,,,2337.951670894865,2337.951670894865,2337.951670894865,2337.951670894865,2339.423675246071,2339.423675246071,2339.423675246071,2339.423675246071,2339.4568756879307,2339.4568756879307,2339.4568756879307,2339.4568756879307,repeat,number,numRpt,j,0.9112658121157438,Lo,,,5,,,,,,,,,low,2340.36511924793,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,18,0,18,0,,,,,,,,,,,,,,,,10,1504,,,2346.3130907318555,,2346.813435755903,Y,160,circle,0.000499611021950841,,,,,1,0,,,,,,,,,,,,,,,2342.8557036640123,2342.8557036640123,2342.8557036640123,2342.8557036640123,2344.3440726259723,2344.3440726259723,2344.3440726259723,2344.3440726259723,2344.3603043619078,2344.3603043619078,2344.3603043619078,2344.3603043619078,switch,letter,lettSwt,f,0.4345942239742726,Hi,,,5,,,,,,,,,low,2344.8122049400117,2346.3130907318555,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,19,0,19,0,,,,,,,,,,,,,,,,1,1505,,,2350.766465557972,,,W,139,hexagon,0.014343736926093698,,,,,1,0,,,,,,,,,,,,,,,2347.3259178870358,2347.3259178870358,2347.3259178870358,2347.3259178870358,2348.8138857218437,2348.8138857218437,2348.8138857218437,2348.8138857218437,2348.8306763658766,2348.8306763658766,2348.8306763658766,2348.8306763658766,repeat,letter,lettRpt,f,0.4200190750416368,Lo,,,5,,,,,,,,,low,2349.2702989839017,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,20,0,20,0,,,,,,,,,,,,,,,,0,1505,,,2355.3698425120674,,2355.8701502699405,S,125,triangle,0.0019016279838979244,,,,,1,0,,,,,,,,,,,,,,,2351.7619756108616,2351.7619756108616,2351.7619756108616,2351.7619756108616,2353.250758884009,2353.250758884009,2353.250758884009,2353.250758884009,2353.2673805109225,2353.2673805109225,2353.2673805109225,2353.2673805109225,switch,number,numSwt,j,0.5853340008761734,Hi,,,5,,,,,,,,,low,2353.8706938580144,2355.3698425120674,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,21,0,21,0,,,,,,,,,,,,,,,,1,1506,,,2359.9567378659267,,,B,167,star,0.014147271867841482,,,,,1,0,,,,,,,,,,,,,,,2356.3823724428657,2356.3823724428657,2356.3823724428657,2356.3823724428657,2357.8709353730083,2357.8709353730083,2357.8709353730083,2357.8709353730083,2357.887605560012,2357.887605560012,2357.887605560012,2357.887605560012,switch,letter,lettSwt,d,0.5659557920880616,Lo,,,5,,,,,,,,,low,2358.4611025729682,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,22,0,22,0,,,,,,,,,,,,,,,,10,1516,,,2364.425163859036,,,U,132,circle,0.0017393471207469702,,,,,1,0,,,,,,,,,,,,,,,2360.952607854968,2360.952607854968,2360.952607854968,2360.952607854968,2362.4410788540263,2362.4410788540263,2362.4410788540263,2362.4410788540263,2362.457760399906,2362.457760399906,2362.457760399906,2362.457760399906,switch,number,numSwt,j,0.4399858978576958,Hi,,,5,,,,,,,,,low,2362.914661959978,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,23,0,23,0,,,,,,,,,,,,,,,,1,1517,,,2369.0953803700395,,,F,174,hexagon,0.0019328708294779062,,,,,1,0,,,,,,,,,,,,,,,2365.405935955001,2365.405935955001,2365.405935955001,2365.405935955001,2366.894666203996,2366.894666203996,2366.894666203996,2366.894666203996,2366.9112272409257,2366.9112272409257,2366.9112272409257,2366.9112272409257,switch,letter,lettSwt,d,0.6555122518911958,Lo,,,5,,,,,,,,,low,2367.584807208972,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,24,0,24,0,,,,,,,,,,,,,,,,1,1518,,,2373.5653923710342,,,S,139,circle,0.01653690217062831,,,,,1,0,,,,,,,,,,,,,,,2370.091825691052,2370.091825691052,2370.091825691052,2370.091825691052,2371.5646333838813,2371.5646333838813,2371.5646333838813,2371.5646333838813,2371.598062325036,2371.598062325036,2371.598062325036,2371.598062325036,switch,number,numSwt,j,0.463082421105355,Hi,,,5,,,,,,,,,low,2372.0523599809967,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,25,0,25,0,,,,,,,,,,,,,,,,1,1519,,,2377.985442906851,,,Y,167,hexagon,0.0167379230260849,,,,,1,0,,,,,,,,,,,,,,,2374.562023391016,2374.562023391016,2374.562023391016,2374.562023391016,2376.0348795549944,2376.0348795549944,2376.0348795549944,2376.0348795549944,2376.0681120648514,2376.0681120648514,2376.0681120648514,2376.0681120648514,switch,letter,lettSwt,f,0.4142494359984994,Lo,,,5,,,,,,,,,low,2376.4722274278756,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,26,0,26,0,,,,,,,,,,,,,,,,0,1519,,,2382.505587978987,,,W,132,triangle,0.017087223008275032,,,,,1,0,,,,,,,,,,,,,,,2378.9818271659315,2378.9818271659315,2378.9818271659315,2378.9818271659315,2380.455084330868,2380.455084330868,2380.455084330868,2380.455084330868,2380.487995163072,2380.487995163072,2380.487995163072,2380.487995163072,repeat,letter,lettRpt,f,0.5066333569120616,Hi,,,5,,,,,,,,,low,2380.9958158959635,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,27,0,27,0,,,,,,,,,,,,,,,,1,1520,,,2387.009071864886,,,U,160,star,0.016777884913608432,,,,,1,0,,,,,,,,,,,,,,,2383.501935964916,2383.501935964916,2383.501935964916,2383.501935964916,2384.9749333399814,2384.9749333399814,2384.9749333399814,2384.9749333399814,2385.00824774988,2385.00824774988,2385.00824774988,2385.00824774988,repeat,letter,lettRpt,f,0.4866248299367726,Lo,,,5,,,,,,,,,low,2385.4986030899454,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,28,0,28,0,,,,,,,,,,,,,,,,1,1521,,,2391.746028174879,,,B,146,star,0.016681725159287453,,,,,1,0,,,,,,,,,,,,,,,2388.005276518874,2388.005276518874,2388.005276518874,2388.005276518874,2389.476656064857,2389.476656064857,2389.476656064857,2389.476656064857,2389.509956432972,2389.509956432972,2389.509956432972,2389.509956432972,switch,number,numSwt,j,0.7215166189707816,Lo,,,5,,,,,,,,,low,2390.2334994019475,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,29,0,29,0,,,,,,,,,,,,,,,,0,1521,,,2396.2661985978484,,2396.7663641208783,F,125,circle,0.01697533787228167,,,,,1,0,,,,,,,,,,,,,,,2392.742274323944,2392.742274323944,2392.742274323944,2392.742274323944,2394.2134924239945,2394.2134924239945,2394.2134924239945,2394.2134924239945,2394.246840859996,2394.246840859996,2394.246840859996,2394.246840859996,switch,letter,lettSwt,d,0.5181904460769147,Hi,,,5,,,,,,,,,low,2394.7667566428427,2396.2661985978484,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,30,0,30,0,,,,,,,,,,,,,,,,1,1522,,,2400.635965852998,,,D,174,hexagon,0.01424410892650485,,,,,1,0,,,,,,,,,,,,,,,2397.2784520089626,2397.2784520089626,2397.2784520089626,2397.2784520089626,2398.7671640708577,2398.7671640708577,2398.7671640708577,2398.7671640708577,2398.7835855020676,2398.7835855020676,2398.7835855020676,2398.7835855020676,repeat,letter,lettRpt,d,0.3406881398987025,Lo,,,5,,,,,,,,,low,2399.1407767550554,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,31,0,31,0,,,,,,,,,,,,,,,,0,1522,,,2405.0227550140116,,,H,181,triangle,0.0021531470119953156,,,,,0,0,,,,,,,,,,,,,,,2401.6319358239416,2401.6319358239416,2401.6319358239416,2401.6319358239416,2403.1203839180525,2403.1203839180525,2403.1203839180525,2403.1203839180525,2403.1369757030625,2403.1369757030625,2403.1369757030625,2403.1369757030625,switch,number,NA,j,0.3757798387669027,Lo,,,5,,,,,,,,,low,2403.527299094945,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,1,1523,,,2414.044633741956,,,S,132,star,0.015186792938038707,,,,,1,1,,,,,,,,,,,,,,,2410.403304036008,2410.403304036008,2410.403304036008,2410.403304036008,2411.8771276490297,2411.8771276490297,2411.8771276490297,2411.8771276490297,2411.9104489460588,2411.9104489460588,2411.9104489460588,2411.9104489460588,switch,letter,lettSwt,f,0.6301214408595115,Lo,,,6,,,,,,,space,0.5833961740136147,low,2412.5338123380207,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,10,1533,,,2418.531368226977,,,U,174,circle,0.016761871986091137,,,,,1,0,,,,,,,,,,,,,,,2415.0412191399373,2415.0412191399373,2415.0412191399373,2415.0412191399373,2416.5138867399655,2416.5138867399655,2416.5138867399655,2416.5138867399655,2416.547404585872,2416.547404585872,2416.547404585872,2416.547404585872,switch,number,numSwt,k,0.4722412549890578,Hi,,,6,,,,,,,,,low,2417.0208263150416,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,0,1533,,,2423.001502441941,,,B,160,triangle,0.01680450397543609,,,,,1,0,,,,,,,,,,,,,,,2419.527713365853,2419.527713365853,2419.527713365853,2419.527713365853,2421.000759504037,2421.000759504037,2421.000759504037,2421.000759504037,2421.034147355007,2421.034147355007,2421.034147355007,2421.034147355007,switch,letter,lettSwt,d,0.4628622969612479,Hi,,,6,,,,,,,,,low,2421.491773345042,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,1,1534,,,2427.4884599100333,,,Y,181,hexagon,0.016898866975679994,,,,,1,0,,,,,,,,,,,,,,,2423.9974715260323,2423.9974715260323,2423.9974715260323,2423.9974715260323,2425.470941620879,2425.470941620879,2425.470941620879,2425.470941620879,2425.504280552035,2425.504280552035,2425.504280552035,2425.504280552035,repeat,letter,lettRpt,f,0.46943911886774004,Lo,,,6,,,,,,,,,low,2425.977585260058,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,0,1534,,,2432.008483036887,,,D,146,circle,0.016827776096761227,,,,,1,0,,,,,,,,,,,,,,,2428.484491938958,2428.484491938958,2428.484491938958,2428.484491938958,2429.9574942039326,2429.9574942039326,2429.9574942039326,2429.9574942039326,2429.9911308248993,2429.9911308248993,2429.9911308248993,2429.9911308248993,repeat,letter,lettRpt,d,0.5058210450224578,Hi,,,6,,,,,,,,,low,2430.498831629986,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,10,1544,,,2436.6284770020284,,,H,139,hexagon,0.01675173407420516,,,,,1,0,,,,,,,,,,,,,,,2433.004325323971,2433.004325323971,2433.004325323971,2433.004325323971,2434.47588026803,2434.47588026803,2434.47588026803,2434.47588026803,2434.5094917549286,2434.5094917549286,2434.5094917549286,2434.5094917549286,switch,number,numSwt,j,0.611282646888867,Lo,,,6,,,,,,,,,low,2435.1178696239367,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,10,1554,,,2441.082142886007,,,F,125,star,0.01696968008764088,,,,,1,0,,,,,,,,,,,,,,,2437.624778283993,2437.624778283993,2437.624778283993,2437.624778283993,2439.0962713388726,2439.0962713388726,2439.0962713388726,2439.0962713388726,2439.1293426980264,2439.1293426980264,2439.1293426980264,2439.1293426980264,switch,letter,lettSwt,d,0.4576107799075544,Lo,,,6,,,,,,,,,low,2439.5844755410217,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,0,7,0,,,,,,,,,,,,,,,,0,1554,,,2445.6521207198966,,,W,167,triangle,0.0021048050839453936,,,,,1,0,,,,,,,,,,,,,,,2442.077755062841,2442.077755062841,2442.077755062841,2442.077755062841,2443.566223009955,2443.566223009955,2443.566223009955,2443.566223009955,2443.5830412469804,2443.5830412469804,2443.5830412469804,2443.5830412469804,repeat,letter,lettRpt,f,0.5552325421012938,Hi,,,6,,,,,,,,,low,2444.1573090809397,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,0,8,0,,,,,,,,,,,,,,,,1,1555,,,2450.155644493876,,2450.655752346851,S,132,hexagon,0.0020370420534163713,,,,,1,0,,,,,,,,,,,,,,,2446.648094770033,2446.648094770033,2446.648094770033,2446.648094770033,2448.1363757720683,2448.1363757720683,2448.1363757720683,2448.1363757720683,2448.1530819218606,2448.1530819218606,2448.1530819218606,2448.1530819218606,switch,number,numSwt,j,0.4850315800867975,Lo,,,6,,,,,,,,,low,2448.6563837518916,2450.155644493876,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,0,9,0,,,,,,,,,,,,,,,,0,1555,,,2454.7571980389766,,,U,174,circle,0.012705222005024552,,,,,1,0,,,,,,,,,,,,,,,2451.167790445965,2451.167790445965,2451.167790445965,2451.167790445965,2452.656493437942,2452.656493437942,2452.656493437942,2452.656493437942,2452.6729845448863,2452.6729845448863,2452.6729845448863,2452.6729845448863,switch,letter,lettSwt,f,0.5669735239353031,Hi,,,6,,,,,,,,,low,2453.2478782278486,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,0,10,0,,,,,,,,,,,,,,,,0,1555,,,2459.327162357047,,,B,160,triangle,0.0017208068165928125,,,,,1,0,,,,,,,,,,,,,,,2455.7380602050107,2455.7380602050107,2455.7380602050107,2455.7380602050107,2457.226780748926,2457.226780748926,2457.226780748926,2457.226780748926,2457.243293710053,2457.243293710053,2457.243293710053,2457.243293710053,switch,number,numSwt,k,0.5535841539967805,Hi,,,6,,,,,,,,,low,2457.8153577819467,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,0,11,0,,,,,,,,,,,,,,,,1,1556,,,2464.197673881892,,,Y,181,star,0.016858533956110477,,,,,1,0,,,,,,,,,,,,,,,2460.32381152804,2460.32381152804,2460.32381152804,2460.32381152804,2461.796950669028,2461.796950669028,2461.796950669028,2461.796950669028,2461.830086909933,2461.830086909933,2461.830086909933,2461.830086909933,switch,letter,lettSwt,f,0.8541179329622537,Lo,,,6,,,,,,,,,low,2462.6875114650466,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
